Time,Voltage,,Time,Voltage
0.014875536,0.231940672,,0.014875536,-5.12161626
0.015035488,-0.280159917,,0.015035488,-5.142368847
0.01519544,-0.771813105,,0.01519544,-5.128635517
0.015355392,-1.25675222,,0.015355392,-5.12161626
0.015515344,-1.748405408,,0.015515344,-5.108188116
0.015675296,-2.226630451,,0.015675296,-5.108188116
0.015835248,-2.670369579,,0.015835248,-5.087740715
0.0159952,-3.073519089,,0.0159952,-5.101168859
0.016155152,-3.448896756,,0.016155152,-5.080721458
0.016315104,-3.810846278,,0.016315104,-5.074007385
0.016475056,-4.104739525,,0.016475056,-5.053559984
0.016635008,-4.370860927,,0.016635008,-5.060274056
0.01679496,-4.610126041,,0.01679496,-5.060274056
0.016954912,-4.774010437,,0.016954912,-5.033112583
0.017114864,-4.903714103,,0.017114864,-5.046540727
0.017274816,-4.978789636,,0.017274816,-5.026093326
0.017434768,-4.999237037,,0.017434768,-5.026093326
0.01759472,-4.999237037,,0.01759472,-5.019379254
0.017754672,-4.930875576,,0.017754672,-5.005645924
0.017914624,-4.821619312,,0.017914624,-4.978484451
0.018074576,-4.637287515,,0.018074576,-4.985198523
0.018234528,-4.412060915,,0.018234528,-4.964751122
0.01839448,-4.152348399,,0.01839448,-4.964751122
0.018554432,-3.86547441,,0.018554432,-4.94430372
0.018714384,-3.503524888,,0.018714384,-4.930570391
0.018874336,-3.121127964,,0.018874336,-4.937284463
0.019034288,-2.718283639,,0.019034288,-4.94430372
0.01919424,-2.287972655,,0.01919424,-4.916837062
0.019354192,-1.816766869,,0.019354192,-4.923856319
0.019514144,-1.338847011,,0.019514144,-4.903103732
0.019674096,-0.846888638,,0.019674096,-4.889675588
0.019834048,-0.348521378,,0.019834048,-4.869228187
0.019994,0.170598468,,0.019994,5.169225135
0.020153952,0.696432386,,0.020153952,5.148777734
0.020313904,1.181371502,,0.020313904,5.148777734
0.020473856,1.645863216,,0.020473856,5.148777734
0.020633808,2.117069002,,0.020633808,5.114597003
0.02079376,2.574541459,,0.02079376,5.114597003
0.020953712,2.984405042,,0.020953712,5.114597003
0.021113664,3.366801965,,0.021113664,5.08743553
0.021273616,3.721732231,,0.021273616,5.080416272
0.021433568,4.049806207,,0.021433568,5.08743553
0.02159352,4.329660939,,0.02159352,5.080416272
0.021753472,4.582354198,,0.021753472,5.059968871
0.021913424,4.753257851,,0.021913424,5.059968871
0.022073376,4.875942259,,0.022073376,5.03952147
0.022233328,4.998931852,,0.022233328,5.03952147
0.02239328,5.039826655,,0.02239328,5.032807398
0.022553232,5.019379254,,0.022553232,5.012054811
0.022713184,4.964751122,,0.022713184,5.025788141
0.022873136,4.848780786,,0.022873136,5.005340739
0.023033088,4.698629719,,0.023033088,4.964445936
0.02319304,4.493545335,,0.02319304,4.978179266
0.023352992,4.254585406,,0.023352992,4.964445936
0.023512944,3.960997345,,0.023512944,4.971160009
0.023672896,3.612475967,,0.023672896,4.950712607
0.023832848,3.243812372,,0.023832848,4.957426679
0.0239928,2.847682119,,0.0239928,4.964445936
0.024152752,2.403942991,,0.024152752,4.943998535
0.024312704,1.973632008,,0.024312704,4.916531877
0.024472656,1.48197882,,0.024472656,4.902798547
0.024632608,0.997039705,,0.024632608,4.916531877
0.02479256,0.491653188,,0.02479256,4.889370403
0.024952512,-0.027466659,,0.024952512,-5.142368847
0.025112464,-0.505386517,,0.025112464,-5.128635517
0.025272416,-1.024506363,,0.025272416,-5.12161626
0.025432368,-1.509445479,,0.025432368,-5.13534959
0.02559232,-1.980651265,,0.02559232,-5.114902188
0.025752272,-2.424695578,,0.025752272,-5.101168859
0.025912224,-2.861720634,,0.025912224,-5.094454787
0.026072176,-3.257850887,,0.026072176,-5.087740715
0.026232128,-3.64024781,,0.026232128,-5.094454787
0.02639208,-3.927121799,,0.02639208,-5.066988128
0.026552032,-4.248176519,,0.026552032,-5.053559984
0.026711984,-4.50758385,,0.026711984,-5.066988128
0.026871936,-4.712363048,,0.026871936,-5.033112583
0.027031888,-4.81490524,,0.027031888,-5.033112583
0.02719184,-4.944608905,,0.02719184,-5.012359996
0.027351792,-5.006256294,,0.027351792,-5.026093326
0.027511744,-5.019684439,,0.027511744,-5.005645924
0.027671696,-4.958342235,,0.027671696,-5.005645924
0.027831648,-4.869533372,,0.027831648,-4.998931852
0.0279916,-4.719382305,,0.0279916,-4.971465194
0.028151552,-4.534745323,,0.028151552,-4.971465194
0.028311504,-4.282052065,,0.028311504,-4.971465194
0.028471456,-4.002197333,,0.028471456,-4.951017792
0.028631408,-3.694875942,,0.028631408,-4.94430372
0.02879136,-3.339640492,,0.02879136,-4.937284463
0.028951312,-2.936796167,,0.028951312,-4.916837062
0.029111264,-2.51350444,,0.029111264,-4.916837062
0.029271216,-2.062746055,,0.029271216,-4.916837062
0.029431168,-1.598254341,,0.029431168,-4.903103732
0.02959112,-1.113315226,,0.02959112,-4.882656331
0.029751072,-0.62837611,,0.029751072,-4.882656331
0.029911024,-0.122989593,,0.029911024,5.162511063
0.030070976,0.409558397,,0.030070976,5.162511063
0.030230928,0.908230842,,0.030230928,5.135044404
0.03039088,1.406598102,,0.03039088,5.135044404
0.030550832,1.884823145,,0.030550832,5.142063662
0.030710784,2.342295602,,0.030710784,5.114597003
0.030870736,2.765892514,,0.030870736,5.100863674
0.031030688,3.182470168,,0.031030688,5.100863674
0.03119064,3.544419691,,0.03119064,5.100863674
0.031350592,3.885921812,,0.031350592,5.100863674
0.031510544,4.186223945,,0.031510544,5.059968871
0.031670496,4.466383862,,0.031670496,5.094149602
0.031830448,4.650715659,,0.031830448,5.066682943
0.0319904,4.828333384,,0.0319904,5.03952147
0.032150352,4.937589648,,0.032150352,5.053254799
0.032310304,4.998931852,,0.032310304,5.032807398
0.032470256,5.033112583,,0.032470256,5.03952147
0.032630208,4.998931852,,0.032630208,4.998626667
0.03279016,4.923856319,,0.03279016,5.005340739
0.032950112,4.787133396,,0.032950112,5.012054811
0.033110064,4.616534928,,0.033110064,4.984893338
0.033270016,4.370555742,,0.033270016,4.964445936
0.033429968,4.111148412,,0.033429968,4.964445936
0.03358992,3.776360363,,0.03358992,4.964445936
0.033749872,3.407696768,,0.033749872,4.957426679
0.033909824,3.052461318,,0.033909824,4.950712607
0.034069776,2.622455519,,0.034069776,4.950712607
0.034229728,2.205877865,,0.034229728,4.943998535
0.03438968,1.720938749,,0.03438968,4.916531877
0.034549632,1.229285562,,0.034549632,4.923551134
0.034709584,0.723899045,,0.034709584,4.889370403
0.034869536,0.238959929,,0.034869536,-5.114902188
0.035029488,-0.252693258,,0.035029488,-5.128635517
0.03518944,-0.778832362,,0.03518944,-5.12161626
0.035349392,-1.236304819,,0.035349392,-5.13534959
0.035509344,-1.734672079,,0.035509344,-5.101168859
0.035669296,-2.192449721,,0.035669296,-5.087740715
0.035829248,-2.656941435,,0.035829248,-5.101168859
0.0359892,-3.066499832,,0.0359892,-5.101168859
0.036149152,-3.455916013,,0.036149152,-5.080721458
0.036309104,-3.804132206,,0.036309104,-5.074007385
0.036469056,-4.097720267,,0.036469056,-5.053559984
0.036629008,-4.364146855,,0.036629008,-5.046540727
0.03678896,-4.589373455,,0.03678896,-5.039826655
0.036948912,-4.780724509,,0.036948912,-5.019379254
0.037108864,-4.889980773,,0.037108864,-5.026093326
0.037268816,-4.978789636,,0.037268816,-5.019379254
0.037428768,-5.019684439,,0.037428768,-4.991912595
0.03758872,-4.999237037,,0.03758872,-5.019379254
0.037748672,-4.917447432,,0.037748672,-5.005645924
0.037908624,-4.821619312,,0.037908624,-4.991912595
0.038068576,-4.651020844,,0.038068576,-4.998931852
0.038228528,-4.418774987,,0.038228528,-4.957731864
0.03838848,-4.172795801,,0.03838848,-4.94430372
0.038548432,-3.858760338,,0.038548432,-4.951017792
0.038708384,-3.537705618,,0.038708384,-4.937284463
0.038868336,-3.128147221,,0.038868336,-4.923856319
0.039028288,-2.759178442,,0.039028288,-4.91012299
0.03918824,-2.287972655,,0.03918824,-4.923856319
0.039348192,-1.823480941,,0.039348192,-4.91012299
0.039508144,-1.366008484,,0.039508144,-4.89638966
0.039668096,-0.881069369,,0.039668096,-4.923856319
0.039828048,-0.375682852,,0.039828048,-4.89638966
0.039988,0.129703665,,0.039988,5.148777734
0.040147952,0.662251656,,0.040147952,5.148777734
0.040307904,1.153904843,,0.040307904,5.128330332
0.040467856,1.632129887,,0.040467856,5.128330332
0.040627808,2.082888272,,0.040627808,5.148777734
0.04078776,2.540360729,,0.04078776,5.107882931
0.040947712,2.977385784,,0.040947712,5.107882931
0.041107664,3.366801965,,0.041107664,5.107882931
0.041267616,3.73546556,,0.041267616,5.107882931
0.041427568,4.036072878,,0.041427568,5.066682943
0.04158752,4.31592761,,0.04158752,5.080416272
0.041747472,4.548173467,,0.041747472,5.053254799
0.041907424,4.739524522,,0.041907424,5.053254799
0.042067376,4.889675588,,0.042067376,5.032807398
0.042227328,4.985198523,,0.042227328,5.019074068
0.04238728,5.039826655,,0.04238728,5.03952147
0.042547232,5.033112583,,0.042547232,5.025788141
0.042707184,4.964751122,,0.042707184,4.998626667
0.042867136,4.869228187,,0.042867136,4.99160741
0.043027088,4.691610462,,0.043027088,4.99160741
0.04318704,4.500564592,,0.04318704,4.984893338
0.043346992,4.240852077,,0.043346992,4.99160741
0.043506944,3.953978088,,0.043506944,4.964445936
0.043666896,3.633228553,,0.043666896,4.950712607
0.043826848,3.250526444,,0.043826848,4.943998535
0.0439868,2.83394879,,0.0439868,4.930265206
0.044146752,2.410657064,,0.044146752,4.896084475
0.044306704,1.966612751,,0.044306704,4.923551134
0.044466656,1.509140294,,0.044466656,4.916531877
0.044626608,0.997039705,,0.044626608,4.902798547
0.04478656,0.49836726,,0.04478656,4.916531877
0.044946512,0.020447401,,0.044946512,-5.162816248
0.045106464,-0.491958373,,0.045106464,-5.142368847
0.045266416,-1.017792291,,0.045266416,-5.114902188
0.045426368,-1.516159551,,0.045426368,-5.114902188
0.04558632,-1.953489792,,0.04558632,-5.101168859
0.045746272,-2.397228919,,0.045746272,-5.101168859
0.045906224,-2.834253975,,0.045906224,-5.108188116
0.046066176,-3.264564959,,0.046066176,-5.074007385
0.046226128,-3.612781152,,0.046226128,-5.080721458
0.04638608,-3.954283273,,0.04638608,-5.066988128
0.046546032,-4.23444319,,0.046546032,-5.060274056
0.046705984,-4.480117191,,0.046705984,-5.066988128
0.046865936,-4.685201575,,0.046865936,-5.026093326
0.047025888,-4.855800043,,0.047025888,-5.019379254
0.04718584,-4.965056307,,0.04718584,-5.005645924
0.047345792,-4.992522965,,0.047345792,-5.019379254
0.047505744,-5.033417768,,0.047505744,-5.019379254
0.047665696,-4.972075564,,0.047665696,-4.991912595
0.047825648,-4.8628193,,0.047825648,-4.998931852
0.0479856,-4.746543779,,0.0479856,-4.978484451
0.048145552,-4.548478652,,0.048145552,-4.978484451
0.048305504,-4.316232795,,0.048305504,-4.957731864
0.048465456,-4.015930662,,0.048465456,-4.957731864
0.048625408,-3.708609272,,0.048625408,-4.94430372
0.04878536,-3.339640492,,0.04878536,-4.971465194
0.048945312,-2.957243568,,0.048945312,-4.923856319
0.049105264,-2.520218513,,0.049105264,-4.91012299
0.049265216,-2.0761742,,0.049265216,-4.889675588
0.049425168,-1.611987671,,0.049425168,-4.903103732
0.04958512,-1.127048555,,0.04958512,-4.903103732
0.049745072,-0.648823511,,0.049745072,-4.882656331
0.049905024,-0.13000885,,0.049905024,5.142063662
0.050064976,0.368663594,,0.050064976,5.155491806
0.050224928,0.908230842,,0.050224928,5.148777734
0.05038488,1.39988403,,0.05038488,5.148777734
0.050544832,1.857356487,,0.050544832,5.128330332
0.050704784,2.308114872,,0.050704784,5.114597003
0.050864736,2.745139927,,0.050864736,5.107882931
0.051024688,3.14127018,,0.051024688,5.08743553
0.05118464,3.530686361,,0.05118464,5.094149602
0.051344592,3.885921812,,0.051344592,5.0737022
0.051504544,4.165776543,,0.051504544,5.066682943
0.051664496,4.438917203,,0.051664496,5.066682943
0.051824448,4.664448988,,0.051824448,5.053254799
0.0519844,4.821314127,,0.0519844,5.019074068
0.052144352,4.930570391,,0.052144352,5.046235542
0.052304304,5.005951109,,0.052304304,5.012054811
0.052464256,5.026398511,,0.052464256,5.032807398
0.052624208,4.99221778,,0.052624208,5.019074068
0.05278416,4.917142247,,0.05278416,4.998626667
0.052944112,4.794152654,,0.052944112,4.978179266
0.053104064,4.609820856,,0.053104064,4.99160741
0.053264016,4.377574999,,0.053264016,4.971160009
0.053423968,4.097415082,,0.053423968,4.950712607
0.05358392,3.76964629,,0.05358392,4.957426679
0.053743872,3.476058229,,0.053743872,4.971160009
0.053903824,3.052461318,,0.053903824,4.936979278
0.054063776,2.642902921,,0.054063776,4.936979278
0.054223728,2.219306009,,0.054223728,4.943998535
0.05438368,1.727652821,,0.05438368,4.936979278
0.054543632,1.263161107,,0.054543632,4.902798547
0.054703584,0.778527177,,0.054703584,4.902798547
0.054863536,0.27314066,,0.054863536,4.889370403
0.055023488,-0.232245857,,0.055023488,-5.155796991
0.05518344,-0.737632374,,0.05518344,-5.128635517
0.055343392,-1.229590747,,0.055343392,-5.108188116
0.055503344,-1.727958007,,0.055503344,-5.12161626
0.055663296,-2.185430464,,0.055663296,-5.094454787
0.055823248,-2.615741447,,0.055823248,-5.108188116
0.0559832,-3.032319102,,0.0559832,-5.074007385
0.056143152,-3.428449355,,0.056143152,-5.101168859
0.056303104,-3.776665548,,0.056303104,-5.087740715
0.056463056,-4.097720267,,0.056463056,-5.060274056
0.056623008,-4.364146855,,0.056623008,-5.053559984
0.05678296,-4.589373455,,0.05678296,-5.046540727
0.056942912,-4.760277108,,0.056942912,-5.046540727
0.057102864,-4.889980773,,0.057102864,-5.012359996
0.057262816,-4.992522965,,0.057262816,-5.019379254
0.057422768,-5.012970367,,0.057422768,-5.012359996
0.05758272,-5.019684439,,0.05758272,-4.991912595
0.057742672,-4.930875576,,0.057742672,-4.998931852
0.057902624,-4.821619312,,0.057902624,-4.998931852
0.058062576,-4.623554186,,0.058062576,-4.985198523
0.058222528,-4.425489059,,0.058222528,-4.971465194
0.05838248,-4.159367656,,0.05838248,-4.957731864
0.058542432,-3.872493667,,0.058542432,-4.957731864
0.058702384,-3.537705618,,0.058702384,-4.94430372
0.058862336,-3.162022767,,0.058862336,-4.91012299
0.059022288,-2.75246437,,0.059022288,-4.923856319
0.05918224,-2.308420057,,0.05918224,-4.930570391
0.059342192,-1.864680929,,0.059342192,-4.89638966
0.059502144,-1.379741813,,0.059502144,-4.903103732
0.059662096,-0.894802698,,0.059662096,-4.89638966
0.059822048,-0.362254707,,0.059822048,-4.882656331
0.059982,0.109256264,,0.059982,5.162511063
0.060141952,0.621356853,,0.060141952,5.155491806
0.060301904,1.153904843,,0.060301904,5.148777734
0.060461856,1.618396558,,0.060461856,5.142063662
0.060621808,2.082888272,,0.060621808,5.128330332
0.06078176,2.547074801,,0.06078176,5.121311075
0.060941712,2.970671712,,0.060941712,5.128330332
0.061101664,3.359782708,,0.061101664,5.094149602
0.061261616,3.694570757,,0.061261616,5.094149602
0.061421568,4.049806207,,0.061421568,5.0737022
0.06158152,4.288766137,,0.06158152,5.08743553
0.061741472,4.561906796,,0.061741472,5.0737022
0.061901424,4.753257851,,0.061901424,5.053254799
0.062061376,4.875942259,,0.062061376,5.053254799
0.062221328,4.958037049,,0.062221328,5.046235542
0.06238128,5.039826655,,0.06238128,5.03952147
0.062541232,5.026398511,,0.062541232,4.998626667
0.062701184,4.94430372,,0.062701184,5.019074068
0.062861136,4.862514115,,0.062861136,5.012054811
0.063021088,4.732505264,,0.063021088,4.99160741
0.06318104,4.513992737,,0.06318104,4.978179266
0.063340992,4.254585406,,0.063340992,4.99160741
0.063500944,3.981444746,,0.063500944,4.978179266
0.063660896,3.653675954,,0.063660896,4.950712607
0.063820848,3.264259774,,0.063820848,4.964445936
0.0639808,2.861415448,,0.0639808,4.943998535
0.064140752,2.451551866,,0.064140752,4.916531877
0.064300704,1.987060152,,0.064300704,4.916531877
0.064460656,1.522873623,,0.064460656,4.916531877
0.064620608,1.031220435,,0.064620608,4.909817804
0.06478056,0.53254799,,0.06478056,4.909817804
0.064940512,0.033875546,,0.064940512,-5.155796991
0.065100464,-0.498672445,,0.065100464,-5.12161626
0.065260416,-0.98361156,,0.065260416,-5.108188116
0.065420368,-1.461531419,,0.065420368,-5.12161626
0.06558032,-1.939756462,,0.06558032,-5.128635517
0.065740272,-2.390514847,,0.065740272,-5.108188116
0.065900224,-2.847987304,,0.065900224,-5.087740715
0.066060176,-3.216956084,,0.066060176,-5.087740715
0.066220128,-3.612781152,,0.066220128,-5.066988128
0.06638008,-3.940855129,,0.06638008,-5.060274056
0.066540032,-4.206976531,,0.066540032,-5.080721458
0.066699984,-4.480117191,,0.066699984,-5.060274056
0.066859936,-4.685201575,,0.066859936,-5.053559984
0.067019888,-4.849085971,,0.067019888,-5.046540727
0.06717984,-4.958342235,,0.06717984,-5.039826655
0.067339792,-4.999237037,,0.067339792,-5.012359996
0.067499744,-5.033417768,,0.067499744,-4.998931852
0.067659696,-4.965056307,,0.067659696,-4.998931852
0.067819648,-4.876247444,,0.067819648,-4.985198523
0.0679796,-4.739829707,,0.0679796,-4.985198523
0.068139552,-4.562211982,,0.068139552,-4.964751122
0.068299504,-4.316232795,,0.068299504,-4.978484451
0.068459456,-4.029358806,,0.068459456,-4.964751122
0.068619408,-3.715323344,,0.068619408,-4.94430372
0.06877936,-3.360087893,,0.06877936,-4.94430372
0.068939312,-2.957243568,,0.068939312,-4.937284463
0.069099264,-2.520218513,,0.069099264,-4.916837062
0.069259216,-2.096926786,,0.069259216,-4.91012299
0.069419168,-1.611987671,,0.069419168,-4.91012299
0.06957912,-1.140781884,,0.06957912,-4.903103732
0.069739072,-0.62837611,,0.069739072,-4.89638966
0.069899024,-0.164189581,,0.069899024,5.162511063
0.070058976,0.354930265,,0.070058976,5.169225135
0.070218928,0.860316782,,0.070218928,5.155491806
0.07037888,1.372417371,,0.07037888,5.142063662
0.070538832,1.823175756,,0.070538832,5.121311075
0.070698784,2.28766747,,0.070698784,5.128330332
0.070858736,2.738425855,,0.070858736,5.114597003
0.071018688,3.148289438,,0.071018688,5.114597003
0.07117864,3.523972289,,0.07117864,5.094149602
0.071338592,3.872188482,,0.071338592,5.0737022
0.071498544,4.159062471,,0.071498544,5.066682943
0.071658496,4.452650533,,0.071658496,5.066682943
0.071818448,4.63698233,,0.071818448,5.066682943
0.0719784,4.828333384,,0.0719784,5.046235542
0.072138352,4.937589648,,0.072138352,5.066682943
0.072298304,5.026398511,,0.072298304,5.025788141
0.072458256,5.033112583,,0.072458256,5.019074068
0.072618208,5.012665181,,0.072618208,5.005340739
0.07277816,4.930570391,,0.07277816,4.99160741
0.072938112,4.794152654,,0.072938112,4.998626667
0.073098064,4.630268258,,0.073098064,4.978179266
0.073258016,4.404736473,,0.073258016,4.99160741
0.073417968,4.131595813,,0.073417968,4.971160009
0.07357792,3.810541093,,0.07357792,4.950712607
0.073737872,3.489791559,,0.073737872,4.971160009
0.073897824,3.086642048,,0.073897824,4.923551134
0.074057776,2.677083651,,0.074057776,4.930265206
0.074217728,2.219306009,,0.074217728,4.936979278
0.07437768,1.768547624,,0.07437768,4.909817804
0.074537632,1.263161107,,0.074537632,4.902798547
0.074697584,0.785241249,,0.074697584,4.916531877
0.074857536,0.293588061,,0.074857536,4.902798547
0.075017488,-0.239265114,,0.075017488,-5.128635517
0.07517744,-0.730918302,,0.07517744,-5.142368847
0.075337392,-1.229590747,,0.075337392,-5.128635517
0.075497344,-1.700796533,,0.075497344,-5.114902188
0.075657296,-2.151554918,,0.075657296,-5.087740715
0.075817248,-2.609027375,,0.075817248,-5.094454787
0.0759772,-3.032319102,,0.0759772,-5.066988128
0.076137152,-3.408001953,,0.076137152,-5.094454787
0.076297104,-3.763237403,,0.076297104,-5.087740715
0.076457056,-4.077272866,,0.076457056,-5.080721458
0.076617008,-4.336680197,,0.076617008,-5.066988128
0.07677696,-4.582659383,,0.07677696,-5.039826655
0.076936912,-4.774010437,,0.076936912,-5.033112583
0.077096864,-4.889980773,,0.077096864,-5.039826655
0.077256816,-4.985503708,,0.077256816,-5.019379254
0.077416768,-5.019684439,,0.077416768,-5.019379254
0.07757672,-4.999237037,,0.07757672,-5.005645924
0.077736672,-4.930875576,,0.077736672,-4.991912595
0.077896624,-4.81490524,,0.077896624,-4.998931852
0.078056576,-4.630573443,,0.078056576,-4.998931852
0.078216528,-4.432508316,,0.078216528,-4.971465194
0.07837648,-4.193548387,,0.07837648,-4.937284463
0.078536432,-3.879207739,,0.078536432,-4.94430372
0.078696384,-3.565172277,,0.078696384,-4.94430372
0.078856336,-3.189489425,,0.078856336,-4.930570391
0.079016288,-2.759178442,,0.079016288,-4.916837062
0.07917624,-2.322153386,,0.07917624,-4.930570391
0.079336192,-1.864680929,,0.079336192,-4.916837062
0.079496144,-1.393475143,,0.079496144,-4.91012299
0.079656096,-0.894802698,,0.079656096,-4.889675588
0.079816048,-0.409863582,,0.079816048,-4.875942259
0.079976,0.109256264,,0.079976,5.155491806
0.080135952,0.621356853,,0.080135952,5.162511063
0.080295904,1.106295969,,0.080295904,5.121311075
0.080455856,1.584215827,,0.080455856,5.128330332
0.080615808,2.048707541,,0.080615808,5.142063662
0.08077576,2.513199255,,0.08077576,5.107882931
0.080935712,2.92977691,,0.080935712,5.08743553
0.081095664,3.339335307,,0.081095664,5.08743553
0.081255616,3.708304086,,0.081255616,5.08743553
0.081415568,4.022339549,,0.081415568,5.08743553
0.08157552,4.309213538,,0.08157552,5.0737022
0.081735472,4.527726066,,0.081735472,5.059968871
0.081895424,4.732505264,,0.081895424,5.03952147
0.082055376,4.89638966,,0.082055376,5.032807398
0.082215328,4.985198523,,0.082215328,5.046235542
0.08237528,5.033112583,,0.08237528,5.025788141
0.082535232,5.026398511,,0.082535232,5.032807398
0.082695184,4.99221778,,0.082695184,5.012054811
0.082855136,4.875942259,,0.082855136,5.005340739
0.083015088,4.71907712,,0.083015088,4.984893338
0.08317504,4.513992737,,0.08317504,4.99160741
0.083334992,4.261299478,,0.083334992,4.971160009
0.083494944,4.00860622,,0.083494944,4.957426679
0.083654896,3.653675954,,0.083654896,4.964445936
0.083814848,3.291726432,,0.083814848,4.964445936
0.0839748,2.895596179,,0.0839748,4.930265206
0.084134752,2.437818537,,0.084134752,4.936979278
0.084294704,2.014526811,,0.084294704,4.923551134
0.084454656,1.536606952,,0.084454656,4.930265206
0.084614608,1.072115238,,0.084614608,4.902798547
0.08477456,0.552995392,,0.08477456,4.889370403
0.084934512,0.033875546,,0.084934512,-5.155796991
0.085094464,-0.464491714,,0.085094464,-5.13534959
0.085254416,-0.963164159,,0.085254416,-5.142368847
0.085414368,-1.448103275,,0.085414368,-5.101168859
0.08557432,-1.939756462,,0.08557432,-5.12161626
0.085734272,-2.390514847,,0.085734272,-5.12161626
0.085894224,-2.807092502,,0.085894224,-5.087740715
